ID_Cliente,Nome_Cliente,Data_Criacao
CLI000532,Eduardo Jesus Barbosa,16/10/2019
CLI000533,Natalia Duarte Leite,19/04/2023
CLI000534,Kleber Inacio Esteves,19/09/2018
CLI000535,Gabriel Batista Nascimento,13/11/2016
CLI000536,Vinicius Henrique Martins,27/06/2014
CLI000537,Mariana Henrique Duarte,31/03/2013
CLI000538,Gabriel Teixeira Rocha,16/04/2015
CLI000539,Enzo Silva Jesus,20/12/2018
CLI000540,Gabriel Vieira Oliveira,03/11/2019
CLI000541,Vanessa Rocha Dias,21/02/2023
CLI000542,Beatriz Monteiro Campos,11/01/2010
CLI000543,Enzo Inacio Teixeira,20/03/2019
CLI000544,Eduardo Gomes Leite,15/11/2021
CLI000545,Kleber Nascimento Monteiro,28/09/2017
CLI000546,Fernanda Vieira Pereira,02/03/2020
CLI000547,Carlos Dias Teixeira,21/03/2012
CLI000548,Joao Duarte Leite,25/07/2020
CLI000549,Olivia Almeida Araujo,12/10/2013
CLI000550,Yasmin Garcia Gomes,10/06/2014
CLI000551,Debora Silva Rocha,13/12/2023
CLI000552,Natalia Inacio Queiroz,11/03/2020
CLI000553,Gabriel Nascimento Ribeiro,16/05/2017
CLI000554,Olivia Duarte Leite,03/09/2016
CLI000555,Paulo Garcia Nascimento,22/12/2023
CLI000556,Joao Ribeiro Barbosa,06/01/2026
CLI000557,Tatiana Freitas Queiroz,19/06/2015
CLI000558,Patricia Monteiro Gomes,25/02/2020
CLI000559,Helena Garcia Araujo,26/04/2019
CLI000560,Igor Teixeira Araujo,03/07/2025
CLI000561,Rafael Nascimento Gomes,11/01/2018
CLI000562,Otavio Queiroz Monteiro,26/08/2025
CLI000563,Mariana Barbosa Martins,18/07/2013
CLI000564,Nicolas Freitas Barbosa,03/05/2021
CLI000565,Yasmin Ribeiro Dias,14/06/2015
CLI000566,Yasmin Henrique Ferreira,09/04/2019
CLI000567,Daniela Martins Monteiro,25/06/2017
CLI000568,Isabela Teixeira Gomes,06/08/2012
CLI000569,Juliana Freitas Martins,21/09/2022
CLI000570,Daniela Nascimento Barbosa,21/05/2019
CLI000571,Leonardo Garcia Henrique,17/01/2026
CLI000572,Leonardo Oliveira Queiroz,25/08/2015
CLI000573,Nicolas Rocha Vieira,06/11/2023
CLI000574,Rafael Dias Dias,27/10/2024
CLI000575,Beatriz Nascimento Campos,19/11/2020
CLI000576,Enzo Leite Garcia,01/09/2021
CLI000577,Yasmin Cardoso Martins,05/01/2016
CLI000578,Ana Oliveira Monteiro,23/07/2026
CLI000579,Sabrina Queiroz Rocha,27/11/2025
CLI000580,Yasmin Esteves Esteves,16/01/2021
CLI000581,Yasmin Jesus Martins,29/04/2018
CLI000582,Vinicius Martins Almeida,15/09/2017
CLI000583,Alexandre Esteves Araujo,11/06/2016
CLI000584,Ana Almeida Garcia,30/06/2015
CLI000585,Paulo Cardoso Martins,16/05/2016
CLI000586,Igor Monteiro Duarte,05/02/2017
CLI000587,Olivia Cardoso Campos,03/04/2012
CLI000588,Natalia Queiroz Almeida,24/05/2013
CLI000589,Enzo Melo Lima,09/10/2016
CLI000590,Vanessa Teixeira Melo,15/05/2023
CLI000591,Isabela Pereira Ribeiro,11/06/2018
CLI000592,Sabrina Jesus Rocha,13/03/2024
CLI000593,Nicolas Freitas Inacio,27/07/2011
CLI000594,Daniela Almeida Martins,09/05/2021
CLI000595,Carlos Teixeira Duarte,09/07/2018
CLI000596,Fernanda Gomes Melo,23/05/2022
CLI000597,Samuel Vieira Barbosa,16/11/2024
CLI000598,Patricia Freitas Leite,21/03/2013
CLI000599,Juliana Henrique Almeida,20/05/2010
CLI000600,Renata Leite Cardoso,08/08/2015
CLI000601,Eduardo Batista Martins,30/05/2022
CLI000602,Caio Campos Garcia,28/10/2019
CLI000603,Sabrina Vieira Vieira,25/12/2013
CLI000604,Alexandre Pereira Inacio,07/06/2021
CLI000605,Isabela Monteiro Pereira,05/03/2017
CLI000606,Yasmin Cardoso Monteiro,01/03/2026
CLI000607,Alexandre Lima Duarte,05/06/2011
CLI000608,Ana Jesus Leite,09/04/2024
CLI000609,Samuel Queiroz Martins,27/10/2020
CLI000610,Enzo Rocha Dias,27/11/2020
CLI000611,Samuel Araujo Dias,10/10/2011
CLI000612,Larissa Nascimento Cardoso,22/07/2017
CLI000613,Daniela Vieira Batista,11/11/2020
CLI000614,Juliana Martins Garcia,11/06/2013
CLI000615,Juliana Campos Barbosa,03/11/2018
CLI000616,Debora Gomes Rocha,02/05/2026
CLI000617,Kleber Henrique Rocha,29/07/2017
CLI000618,Rafael Inacio Batista,21/12/2017
CLI000619,Otavio Barbosa Araujo,29/01/2015
CLI000620,Isabela Ferreira Esteves,15/03/2011
CLI000621,Gustavo Monteiro Vieira,03/04/2010
CLI000622,Juliana Dias Ribeiro,15/09/2015
CLI000623,Bruno Rocha Henrique,03/07/2021
CLI000624,Vinicius Almeida Ribeiro,03/07/2011
CLI000625,Flavia Martins Rocha,28/06/2020
CLI000626,Helena Barbosa Araujo,12/12/2019
CLI000627,Yasmin Campos Gomes,29/05/2013
CLI000628,Eduardo Almeida Monteiro,21/07/2011
CLI000629,Joao Nascimento Barbosa,01/11/2018
CLI000630,Kleber Almeida Teixeira,06/08/2016
CLI000631,Otavio Ferreira Freitas,08/05/2015
CLI000632,Juliana Oliveira Batista,24/12/2016
CLI000633,Thiago Inacio Martins,21/11/2014
CLI000634,Thiago Gomes Vieira,24/07/2024
CLI000635,Enzo Dias Henrique,12/05/2019
CLI000636,Otavio Lima Leite,30/08/2017
CLI000637,Tatiana Monteiro Teixeira,22/11/2014
CLI000638,Karina Queiroz Barbosa,28/02/2020
CLI000639,Larissa Campos Rocha,28/01/2022
CLI000640,Samuel Dias Batista,14/11/2025
CLI000641,Alexandre Henrique Oliveira,18/10/2012
CLI000642,Vinicius Barbosa Barbosa,13/06/2015
CLI000643,Isabela Almeida Monteiro,07/10/2024
CLI000644,Tatiana Queiroz Campos,16/03/2012
CLI000645,Beatriz Araujo Araujo,27/05/2014
CLI000646,Alexandre Garcia Campos,23/03/2010
CLI000647,Kleber Araujo Martins,14/12/2025
CLI000648,Kleber Gomes Nascimento,06/05/2021
CLI000649,Isabela Henrique Gomes,20/03/2017
CLI000650,Alexandre Henrique Pereira,20/12/2015
CLI000651,Gabriel Dias Monteiro,29/09/2016
CLI000652,Rafael Esteves Ferreira,05/04/2024
CLI000653,Caio Inacio Henrique,05/07/2018
CLI000654,Yasmin Freitas Rocha,15/02/2026
CLI000655,Kleber Leite Esteves,06/05/2017
CLI000656,Ana Melo Nascimento,24/01/2023
CLI000657,Gabriel Teixeira Nascimento,24/01/2016
CLI000658,Sabrina Duarte Inacio,08/04/2010
CLI000659,Isabela Vieira Ferreira,09/07/2011
CLI000660,Yasmin Almeida Martins,15/05/2021
CLI000661,Igor Garcia Campos,10/07/2012
CLI000662,Vinicius Araujo Queiroz,01/06/2011
CLI000663,Vanessa Melo Leite,22/10/2021
CLI000664,Joao Jesus Queiroz,23/04/2023
CLI000665,Samuel Cardoso Barbosa,14/01/2013
CLI000666,Enzo Inacio Almeida,02/03/2016
CLI000667,Samuel Monteiro Nascimento,27/12/2019
CLI000668,Ana Pereira Lima,13/03/2024
CLI000669,Eduardo Esteves Campos,07/04/2013
CLI000670,Isabela Batista Leite,17/05/2018
CLI000671,Renata Monteiro Freitas,22/12/2013
CLI000672,Leonardo Barbosa Freitas,08/05/2020
CLI000673,Patricia Barbosa Melo,25/01/2017
CLI000674,Gustavo Jesus Garcia,14/07/2015
CLI000675,Larissa Araujo Garcia,18/04/2012
CLI000676,Olivia Campos Ribeiro,16/11/2014
CLI000677,Fernanda Martins Teixeira,08/11/2025
CLI000678,Renata Teixeira Leite,05/08/2010
CLI000679,Bruno Campos Martins,21/04/2022
CLI000680,Kleber Ribeiro Martins,11/10/2024
CLI000681,Sabrina Barbosa Duarte,07/01/2011
CLI000682,Thiago Silva Rocha,14/07/2012
CLI000683,Karina Garcia Monteiro,20/03/2025
CLI000684,Helena Dias Barbosa,29/06/2020
CLI000685,Mariana Esteves Inacio,30/06/2025
CLI000686,Helena Esteves Monteiro,29/12/2021
CLI000687,Mariana Melo Dias,28/10/2015
CLI000688,Marcos Dias Dias,02/08/2010
CLI000689,Vanessa Freitas Jesus,10/11/2021
CLI000690,Paulo Esteves Freitas,23/02/2021
CLI000691,Vinicius Vieira Oliveira,09/07/2023
CLI000692,Sabrina Campos Henrique,04/11/2017
CLI000693,Carlos Cardoso Esteves,25/04/2012
CLI000694,Renata Martins Freitas,19/08/2015
CLI000695,Otavio Rocha Rocha,25/08/2022
CLI000696,Fernanda Henrique Garcia,08/05/2016
CLI000697,Caio Teixeira Almeida,29/12/2015
CLI000698,Renata Rocha Esteves,22/07/2015
CLI000699,Marcos Martins Nascimento,21/02/2019
CLI000700,Gabriel Henrique Nascimento,25/10/2022
CLI000701,Natalia Silva Gomes,14/03/2014
CLI000702,Caio Nascimento Dias,10/03/2015
CLI000703,Renata Queiroz Teixeira,27/07/2018
CLI000704,Karina Dias Henrique,03/05/2017
CLI000705,Flavia Araujo Nascimento,11/01/2018
CLI000706,Samuel Silva Campos,11/02/2026
CLI000707,Carlos Cardoso Dias,15/03/2026
CLI000708,Renata Garcia Barbosa,09/02/2013
CLI000709,Tatiana Henrique Esteves,07/03/2013
CLI000710,Vanessa Leite Ferreira,23/10/2018
CLI000711,Joao Freitas Almeida,15/07/2023
CLI000712,Natalia Teixeira Nascimento,25/05/2012
CLI000713,Caio Cardoso Cardoso,15/04/2022
CLI000714,Natalia Leite Martins,05/11/2010
CLI000715,Yasmin Campos Melo,04/07/2013
CLI000716,Marcos Monteiro Vieira,28/09/2012
CLI000717,Juliana Rocha Dias,20/06/2017
CLI000718,Sabrina Duarte Araujo,05/04/2015
CLI000719,Mariana Ribeiro Campos,06/08/2020
CLI000720,Otavio Garcia Dias,02/08/2019
CLI000721,Natalia Garcia Lima,23/08/2015
CLI000722,Fernanda Martins Martins,04/06/2023
CLI000723,Karina Araujo Ferreira,27/06/2026
CLI000724,Natalia Duarte Duarte,10/06/2014
CLI000725,Eduardo Dias Vieira,16/02/2021
CLI000726,Beatriz Araujo Leite,24/11/2012
CLI000727,Isabela Freitas Henrique,12/01/2015
CLI000728,Otavio Nascimento Teixeira,13/05/2016
CLI000729,Tatiana Nascimento Duarte,21/02/2010
CLI000730,Leonardo Batista Almeida,13/08/2012
CLI000731,Ana Dias Ferreira,05/01/2020
CLI000732,Patricia Silva Ribeiro,12/07/2026
CLI000733,Igor Henrique Esteves,19/12/2013
CLI000734,Gustavo Lima Ferreira,12/03/2022
CLI000735,Paulo Freitas Jesus,29/04/2014
CLI000736,Igor Queiroz Queiroz,02/06/2021
CLI000737,Debora Melo Esteves,07/01/2013
CLI000738,Gabriel Inacio Leite,25/09/2021
CLI000739,Patricia Pereira Garcia,28/03/2026
CLI000740,Rafael Melo Nascimento,29/03/2021
CLI000741,Flavia Gomes Nascimento,23/06/2025
CLI000742,Juliana Garcia Inacio,25/02/2021
CLI000743,Leonardo Teixeira Rocha,23/11/2023
CLI000744,Ana Nascimento Oliveira,25/09/2024
CLI000745,Sabrina Gomes Pereira,06/10/2018
CLI000746,Eduardo Pereira Ferreira,01/06/2021
CLI000747,Marcos Esteves Garcia,14/08/2013
CLI000748,Samuel Leite Henrique,15/11/2024
CLI000749,Joao Vieira Jesus,24/07/2014
CLI000750,Isabela Martins Silva,03/12/2010
CLI000751,Kleber Ribeiro Almeida,02/05/2017
CLI000752,Paulo Ferreira Campos,23/02/2016
CLI000753,Natalia Esteves Esteves,28/09/2013
CLI000754,Rafael Gomes Leite,13/12/2021
CLI000755,Rafael Almeida Araujo,09/01/2019
CLI000756,Caio Nascimento Oliveira,09/12/2023
CLI000757,Patricia Barbosa Ribeiro,28/05/2015
CLI000758,Vanessa Ferreira Martins,26/06/2021
CLI000759,Juliana Inacio Jesus,04/12/2022
CLI000760,Paulo Dias Leite,18/01/2026
CLI000761,Juliana Ferreira Teixeira,07/06/2012
CLI000762,Ana Melo Almeida,09/08/2014
CLI000763,Samuel Barbosa Leite,19/03/2025
CLI000764,Joao Vieira Dias,03/08/2016
CLI000765,Eduardo Martins Teixeira,08/05/2023
CLI000766,Caio Barbosa Cardoso,20/12/2012
CLI000767,Isabela Campos Batista,05/02/2018
CLI000768,Debora Teixeira Monteiro,05/09/2014
CLI000769,Flavia Jesus Batista,08/05/2022
CLI000770,Isabela Gomes Teixeira,29/06/2016
CLI000771,Alexandre Martins Martins,11/05/2014
CLI000772,Eduardo Henrique Ribeiro,10/05/2024
CLI000773,Enzo Nascimento Inacio,03/08/2015
CLI000774,Carlos Vieira Inacio,02/02/2015
CLI000775,Larissa Melo Batista,05/11/2024
CLI000776,Patricia Ribeiro Batista,11/03/2010
CLI000777,Otavio Silva Rocha,06/02/2021
CLI000778,Daniela Garcia Duarte,10/10/2018
CLI000779,Renata Henrique Freitas,07/05/2026
CLI000780,Gustavo Leite Araujo,26/05/2018
CLI000781,Alexandre Inacio Henrique,17/10/2011
CLI000782,Flavia Araujo Gomes,28/09/2023
CLI000783,Tatiana Ferreira Garcia,04/07/2015
CLI000784,Marcos Pereira Pereira,30/06/2015
CLI000785,Vanessa Cardoso Monteiro,01/10/2019
CLI000786,Debora Esteves Queiroz,23/08/2016
CLI000787,Helena Barbosa Melo,16/11/2016
CLI000788,Ana Rocha Martins,29/08/2012
CLI000789,Natalia Batista Freitas,06/08/2010
CLI000790,Sabrina Araujo Duarte,15/04/2012
CLI000791,Alexandre Garcia Barbosa,25/02/2022
CLI000792,Patricia Vieira Jesus,05/02/2010
CLI000793,Fernanda Inacio Freitas,30/03/2026
CLI000794,Fernanda Cardoso Jesus,04/11/2018
CLI000795,Flavia Silva Vieira,11/02/2014
CLI000796,Ana Ferreira Batista,03/10/2014
CLI000797,Marcos Henrique Henrique,11/04/2011
CLI000798,Larissa Esteves Barbosa,25/05/2026
CLI000799,Ana Dias Gomes,11/01/2012
CLI000800,Flavia Ferreira Monteiro,02/02/2018
CLI000801,Juliana Gomes Rocha,04/11/2025
CLI000802,Rafael Nascimento Araujo,10/11/2016
CLI000803,Yasmin Campos Jesus,22/04/2021
CLI000804,Gustavo Queiroz Almeida,19/01/2024
CLI000805,Karina Inacio Oliveira,05/05/2010
CLI000806,Carlos Martins Inacio,09/05/2025
CLI000807,Gabriel Queiroz Garcia,05/02/2014
CLI000808,Sabrina Martins Ribeiro,27/05/2025
CLI000809,Debora Esteves Martins,09/09/2012
CLI000810,Renata Almeida Vieira,03/09/2023
CLI000811,Sabrina Nascimento Inacio,01/07/2014
CLI000812,Helena Campos Oliveira,20/05/2018
CLI000813,Alexandre Jesus Melo,01/09/2021
CLI000814,Vinicius Esteves Monteiro,28/06/2018
CLI000815,Helena Gomes Martins,17/09/2015
CLI000816,Yasmin Jesus Melo,19/06/2024
CLI000817,Vinicius Batista Campos,18/04/2015
CLI000818,Juliana Monteiro Gomes,17/01/2016
CLI000819,Enzo Duarte Cardoso,23/08/2020
CLI000820,Larissa Gomes Almeida,22/06/2024
CLI000821,Eduardo Barbosa Duarte,29/06/2020
CLI000822,Tatiana Leite Teixeira,25/03/2018
CLI000823,Sabrina Ferreira Freitas,12/06/2023
CLI000824,Juliana Nascimento Batista,04/06/2014
CLI000825,Igor Campos Lima,19/04/2016
CLI000826,Daniela Araujo Melo,30/12/2017
CLI000827,Fernanda Leite Nascimento,04/10/2021
CLI000828,Debora Freitas Barbosa,03/05/2020
CLI000829,Vinicius Teixeira Henrique,24/07/2024
CLI000830,Renata Ferreira Araujo,08/12/2013
CLI000831,Enzo Gomes Araujo,20/01/2011
CLI000832,Vinicius Gomes Teixeira,22/08/2011
CLI000833,Igor Araujo Ribeiro,13/08/2011
CLI000834,Larissa Gomes Nascimento,26/08/2022
CLI000835,Kleber Ribeiro Queiroz,03/04/2025
CLI000836,Beatriz Batista Campos,06/11/2017
CLI000837,Karina Esteves Lima,27/05/2020
CLI000838,Gustavo Lima Jesus,03/02/2022
CLI000839,Samuel Gomes Campos,31/03/2016
CLI000840,Alexandre Batista Martins,11/06/2016
CLI000841,Kleber Vieira Teixeira,17/11/2012
CLI000842,Enzo Silva Campos,19/10/2011
CLI000843,Joao Ribeiro Pereira,08/02/2025
CLI000844,Patricia Gomes Garcia,26/01/2014
CLI000845,Nicolas Jesus Rocha,24/09/2014
CLI000846,Isabela Duarte Batista,03/11/2021
CLI000847,Yasmin Rocha Cardoso,31/07/2010
CLI000848,Enzo Queiroz Silva,01/01/2025
CLI000849,Kleber Esteves Martins,25/03/2018
CLI000850,Larissa Leite Oliveira,24/04/2011
CLI000851,Larissa Teixeira Ribeiro,12/04/2026
CLI000852,Bruno Monteiro Rocha,23/12/2018
CLI000853,Fernanda Teixeira Queiroz,20/09/2013
CLI000854,Vinicius Lima Garcia,11/10/2010
CLI000855,Eduardo Campos Dias,01/07/2011
CLI000856,Beatriz Queiroz Oliveira,24/02/2016
CLI000857,Alexandre Batista Duarte,26/05/2026
CLI000858,Sabrina Nascimento Freitas,11/07/2024
CLI000859,Leonardo Duarte Teixeira,03/03/2011
CLI000860,Kleber Ribeiro Campos,01/07/2026
CLI000861,Enzo Garcia Ribeiro,14/07/2011
CLI000862,Nicolas Leite Cardoso,31/10/2020
CLI000863,Flavia Almeida Garcia,14/05/2012
CLI000864,Olivia Martins Duarte,11/02/2014
CLI000865,Igor Duarte Melo,06/10/2020
CLI000866,Natalia Monteiro Pereira,04/08/2016
CLI000867,Juliana Garcia Freitas,04/03/2021
CLI000868,Natalia Melo Nascimento,31/05/2024
CLI000869,Gabriel Lima Melo,02/01/2018
CLI000870,Marcos Almeida Jesus,01/02/2021
CLI000871,Tatiana Monteiro Dias,19/05/2012
CLI000872,Larissa Lima Melo,08/06/2012
CLI000873,Yasmin Dias Silva,04/06/2025
CLI000874,Yasmin Henrique Araujo,26/10/2014
CLI000875,Yasmin Lima Freitas,19/07/2026
CLI000876,Paulo Ribeiro Rocha,13/02/2016
CLI000877,Gustavo Lima Cardoso,03/03/2022
CLI000878,Joao Silva Henrique,26/03/2010
CLI000879,Thiago Batista Monteiro,23/01/2013
CLI000880,Bruno Gomes Gomes,08/08/2010
CLI000881,Samuel Inacio Melo,21/10/2016
CLI000882,Gustavo Teixeira Jesus,01/12/2016
CLI000883,Samuel Esteves Esteves,27/02/2025
CLI000884,Natalia Pereira Freitas,20/06/2023
CLI000885,Flavia Ferreira Almeida,03/04/2016
CLI000886,Eduardo Oliveira Oliveira,29/01/2025
CLI000887,Juliana Monteiro Freitas,21/01/2015
CLI000888,Beatriz Cardoso Silva,13/02/2017
CLI000889,Eduardo Lima Ferreira,23/09/2025
CLI000890,Enzo Pereira Dias,28/11/2012
CLI000891,Flavia Ribeiro Garcia,15/04/2015
CLI000892,Renata Ribeiro Melo,18/03/2011
CLI000893,Flavia Nascimento Lima,09/06/2013
CLI000894,Isabela Vieira Pereira,10/02/2021
CLI000895,Gustavo Campos Melo,22/10/2025
CLI000896,Samuel Jesus Nascimento,15/07/2016
CLI000897,Leonardo Silva Jesus,12/07/2023
CLI000898,Ana Cardoso Araujo,28/01/2011
CLI000899,Otavio Teixeira Inacio,13/06/2020
CLI000900,Fernanda Ribeiro Henrique,20/05/2015
CLI000901,Karina Duarte Inacio,09/03/2011
CLI000902,Paulo Jesus Martins,24/08/2021
CLI000903,Natalia Araujo Barbosa,28/07/2021
CLI000904,Rafael Rocha Almeida,12/09/2010
CLI000905,Isabela Esteves Vieira,11/07/2025
CLI000906,Tatiana Esteves Dias,22/03/2014
CLI000907,Debora Freitas Henrique,31/12/2011
CLI000908,Thiago Teixeira Freitas,06/06/2013
CLI000909,Vanessa Pereira Dias,16/08/2020
CLI000910,Caio Nascimento Batista,16/04/2017
CLI000911,Juliana Teixeira Almeida,11/10/2021
CLI000912,Joao Martins Barbosa,19/06/2014
CLI000913,Mariana Freitas Melo,30/07/2018
CLI000914,Yasmin Oliveira Duarte,18/08/2017
CLI000915,Debora Barbosa Melo,23/10/2014
CLI000916,Carlos Inacio Vieira,23/12/2017
CLI000917,Igor Vieira Inacio,28/02/2025
CLI000918,Fernanda Martins Henrique,15/03/2020
CLI000919,Gabriel Oliveira Rocha,30/06/2024
CLI000920,Bruno Nascimento Freitas,30/11/2010
CLI000921,Paulo Vieira Henrique,18/07/2026
CLI000922,Alexandre Esteves Cardoso,13/03/2015
CLI000923,Ana Inacio Esteves,22/09/2020
CLI000924,Kleber Queiroz Ribeiro,15/04/2022
CLI000925,Larissa Lima Oliveira,01/04/2022
CLI000926,Patricia Batista Queiroz,23/03/2013
CLI000927,Patricia Batista Campos,05/02/2011
CLI000928,Mariana Duarte Inacio,05/11/2016
CLI000929,Enzo Leite Barbosa,23/04/2022
CLI000930,Olivia Duarte Inacio,26/12/2014
CLI000931,Natalia Esteves Teixeira,30/11/2012
CLI000932,Eduardo Campos Gomes,28/12/2017
CLI000933,Alexandre Batista Ribeiro,16/04/2019
CLI000934,Bruno Dias Dias,10/10/2015
CLI000935,Otavio Martins Pereira,04/10/2010
CLI000936,Kleber Leite Jesus,15/03/2026
CLI000937,Renata Queiroz Silva,15/08/2016
CLI000938,Rafael Cardoso Vieira,28/05/2025
CLI000939,Samuel Barbosa Araujo,03/12/2025
CLI000940,Gustavo Pereira Melo,22/02/2012
CLI000941,Gustavo Inacio Campos,12/12/2014
CLI000942,Marcos Almeida Almeida,10/03/2013
CLI000943,Yasmin Gomes Gomes,28/01/2024
CLI000944,Ana Dias Monteiro,18/04/2025
CLI000945,Otavio Ribeiro Leite,09/12/2020
CLI000946,Natalia Teixeira Queiroz,06/03/2015
CLI000947,Vinicius Inacio Barbosa,21/02/2022
CLI000948,Patricia Rocha Batista,12/04/2012
CLI000949,Marcos Jesus Melo,09/04/2026
CLI000950,Bruno Freitas Leite,13/06/2021
CLI000951,Sabrina Esteves Monteiro,04/08/2015
CLI000952,Beatriz Barbosa Jesus,25/09/2016
CLI000953,Helena Esteves Melo,22/08/2018
CLI000954,Renata Dias Batista,30/12/2024
CLI000955,Caio Melo Araujo,08/04/2010
CLI000956,Eduardo Dias Almeida,04/01/2024
CLI000957,Larissa Rocha Silva,19/02/2021
CLI000958,Ana Nascimento Oliveira,25/04/2022
CLI000959,Rafael Barbosa Oliveira,20/05/2012
CLI000960,Marcos Garcia Leite,27/03/2025
CLI000961,Helena Jesus Nascimento,22/04/2021
CLI000962,Marcos Gomes Melo,29/04/2014
CLI000963,Flavia Henrique Batista,31/05/2014
CLI000964,Tatiana Monteiro Garcia,30/09/2025
CLI000965,Vinicius Barbosa Campos,20/02/2019
CLI000966,Kleber Teixeira Martins,23/01/2019
CLI000967,Larissa Melo Vieira,14/08/2022
CLI000968,Natalia Monteiro Cardoso,23/04/2012
CLI000969,Rafael Barbosa Duarte,12/05/2016
CLI000970,Daniela Garcia Silva,28/01/2020
CLI000971,Vinicius Vieira Campos,04/11/2024
CLI000972,Olivia Monteiro Jesus,12/03/2017
CLI000973,Rafael Esteves Inacio,20/04/2016
CLI000974,Fernanda Melo Melo,25/09/2021
CLI000975,Patricia Ferreira Duarte,16/02/2011
CLI000976,Enzo Teixeira Esteves,28/12/2019
CLI000977,Marcos Monteiro Henrique,19/12/2013
CLI000978,Beatriz Monteiro Garcia,10/07/2011
CLI000979,Juliana Dias Cardoso,14/10/2017
CLI000980,Mariana Jesus Ribeiro,16/07/2014
CLI000981,Debora Rocha Henrique,08/05/2013
CLI000982,Larissa Nascimento Araujo,25/12/2014
CLI000983,Juliana Esteves Queiroz,14/02/2013
CLI000984,Nicolas Gomes Lima,31/12/2012
CLI000985,Tatiana Lima Cardoso,23/05/2025
CLI000986,Thiago Jesus Barbosa,15/05/2023
CLI000987,Patricia Gomes Henrique,11/01/2011
CLI000988,Samuel Ribeiro Pereira,05/06/2025
CLI000989,Larissa Teixeira Pereira,17/04/2014
CLI000990,Igor Dias Dias,27/03/2017
CLI000991,Larissa Esteves Cardoso,01/01/2020
CLI000992,Thiago Melo Lima,09/05/2012
CLI000993,Alexandre Batista Nascimento,20/12/2017
CLI000994,Vanessa Rocha Melo,21/03/2017
CLI000995,Thiago Monteiro Freitas,10/03/2014
CLI000996,Paulo Oliveira Teixeira,27/02/2022
CLI000997,Gustavo Duarte Dias,16/02/2010
CLI000998,Eduardo Duarte Monteiro,28/12/2020
CLI000999,Paulo Henrique Duarte,04/07/2012
CLI001000,Tatiana Batista Teixeira,02/09/2010
